brand,model,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
maruti,swift,2019,33000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,650000
hyundai,xcent,2020,65000,Petrol,Individual,Manual,Second Owner,20.14,1197.0,81.86,113.75,5.0,4000.0,360000
maruti,swift,2011,170000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,250000
volkswagen,ameo,2017,40000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,250.0,5.0,3000.0,575000
maruti,vitara,2017,53000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,711000
maruti,wagon,2013,90000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500.0,250000
maruti,swift,2017,35000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190.0,5.0,2000.0,675000
maruti,wagon,2016,50000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,325000
maruti,alto,2016,20000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,250000
maruti,swift,2019,38000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,190.0,5.0,2000.0,740000
honda,cr-v,2017,73000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,226.0,5.0,4400.0,1750000
maruti,ciaz,2017,28050,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,200.0,5.0,1750.0,800000
honda,cr-v,2017,58000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,226.0,5.0,4400.0,1825000
tata,hexa,2017,58000,Diesel,Dealer,Automatic,First Owner,17.6,2179.0,153.86,400.0,7.0,2500.0,1295000
renault,duster,2014,69000,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,200.0,5.0,1750.0,425000
mercedes-benz,gl-class,2016,70000,Diesel,Dealer,Automatic,First Owner,12.0,2987.0,224.0,510.0,7.0,2800.0,4090000
hyundai,creta,2015,40000,Diesel,Dealer,Automatic,First Owner,17.6,1582.0,126.2,259.87,5.0,3000.0,910000
mahindra,bolero,2011,142000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,325000
maruti,swift,2016,22947,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200.0,500000
hyundai,i10,2013,30000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,300000
hyundai,eon,2016,7672,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,270000
maruti,alto,2010,36659,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,160000
maruti,omni,2016,60000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,59.0,8.0,2500.0,210000
mahindra,xuv500,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,880000
maruti,zen,2010,39000,Petrol,Individual,Manual,First Owner,16.9,1061.0,64.9,84.37,5.0,3500.0,150000
mahindra,tuv,2015,45000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,230.0,7.0,2250.0,775000
ford,figo,2012,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,220000
hyundai,i20,2017,48000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,670000
hyundai,i20,2018,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,780000
maruti,baleno,2017,23000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,515000
hyundai,i20,2017,14000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,800000
mahindra,xuv500,2014,60000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,850000
hyundai,eon,2013,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5,5.0,4000.0,200000
skoda,fabia,2008,150000,Diesel,Individual,Manual,Third Owner,19.4,1422.0,70.0,155.0,5.0,2800.0,140000
hyundai,verna,2016,80000,Petrol,Individual,Automatic,Second Owner,17.01,1591.0,121.3,154.9,5.0,4200.0,800000
maruti,alto,2013,35000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,250000
maruti,s-cross,2017,44500,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,5.0,1750.0,800000
maruti,ciaz,2015,60000,Diesel,Individual,Manual,Third Owner,26.21,1248.0,88.5,200.0,5.0,1750.0,600000
renault,fluence,2012,120000,Diesel,Individual,Manual,Third Owner,21.8,1461.0,78.0,240.0,5.0,2000.0,250000
honda,amaze,2016,80000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,500000
maruti,gypsy,2019,9900,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,103.0,8.0,4500.0,750000
maruti,swift,2014,68000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190.0,5.0,2000.0,650000
toyota,etios,2012,40000,Petrol,Individual,Manual,Third Owner,,,,,,,350000
honda,brv,2016,60000,Diesel,Individual,Manual,First Owner,21.9,1498.0,98.6,200.0,7.0,1750.0,950000
chevrolet,tavera,2015,110000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,171.0,10.0,1800.0,580000
mahindra,scorpio,2014,80000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,290.0,8.0,2800.0,800000
maruti,a-star,2011,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,90.0,5.0,3500.0,347000
mahindra,xuv500,2014,120000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,1000000
hyundai,eon,2016,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,300000
tata,tigor,2017,40000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114.0,5.0,3500.0,493000
hyundai,grand,2014,60000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,370000
maruti,swift,2008,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,190.0,5.0,2000.0,250000
datsun,redigo,2017,20000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91.0,5.0,4250.0,300000
renault,kwid,2017,40000,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,91.0,5.0,4250.0,450000
ford,figo,2010,124316,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,185000
mahindra,xuv300,2019,6544,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,300.0,5.0,2500.0,1225000
hyundai,i20,2016,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,600000
maruti,swift,2012,69000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114.0,5.0,4000.0,285000
chevrolet,enjoy,2016,198000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,172.5,8.0,1750.0,500000
hyundai,i20,2010,80000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,111.83,5.0,4000.0,350000
maruti,baleno,2019,19000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,685000
maruti,eeco,2020,5000,CNG,Individual,Manual,First Owner,16.0,1196.0,61.7,85.0,5.0,3000.0,399000
hyundai,grand,2017,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,525000
maruti,ertiga,2017,40000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,130.0,7.0,4000.0,765000
maruti,swift,2012,97000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190.0,5.0,2000.0,450000
tata,estate,1999,80000,Diesel,Individual,Manual,Third Owner,,,,,,,78000
nissan,micra,2014,30000,Petrol,Individual,Manual,First Owner,19.69,1198.0,67.04,104.0,5.0,4000.0,390000
maruti,ertiga,2017,120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,940000
renault,duster,2013,120000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,248.0,5.0,2250.0,650000
ford,figo,2012,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,320000
toyota,corolla,2003,70000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125.0,157.94,5.0,4200.0,145000
ford,figo,2017,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,670000
maruti,sx4,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248.0,88.8,200.0,5.0,1750.0,350000
maruti,zen,2011,40000,Petrol,Individual,Manual,Third Owner,19.0,998.0,67.1,90.0,5.0,3500.0,300000
ford,figo,2011,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,300000
audi,q7,2009,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07,2967.0,241.4,550.0,7.0,2750.0,810000
tata,indica,2009,118000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,122.62,5.0,2500.0,90000
maruti,alto,2004,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000.0,100000
tata,indica,2009,120000,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,85.0,5.0,2500.0,90000
maruti,wagon,2011,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500.0,250000
hyundai,i10,2012,41000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,300000
maruti,swift,2005,120000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,112.82,5.0,4500.0,130000
maruti,alto,2011,70000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,90.0,5.0,3500.0,199000
renault,duster,2012,90000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,200.0,5.0,1900.0,545000
maruti,ertiga,2014,80000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200.0,7.0,1750.0,570000
honda,city,2006,120000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,132.44,5.0,4800.0,150000
renault,triber,2019,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96.0,7.0,3500.0,600000
maruti,vitara,2016,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,610000
hyundai,i20,2017,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,690000
tata,nexon,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170.0,5.0,4000.0,790000
maruti,alto,2014,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90.0,5.0,3500.0,254999
honda,jazz,2016,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,110.0,5.0,4800.0,500000
mahindra,bolero,2007,110000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,180.0,7.0,1500.0,245000
ford,fiesta,2012,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,160.0,5.0,2000.0,340000
maruti,wagon,2008,35008,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,90.0,5.0,3500.0,221000
hyundai,xcent,2014,42312,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,180.4,5.0,2500.0,455000
toyota,etios,2011,72000,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,132.0,5.0,3000.0,300000
toyota,etios,2014,54891,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,170.0,5.0,2400.0,480000
hyundai,verna,2018,30000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,259.87,5.0,3000.0,1000000
bmw,3,2017,44000,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,400.0,5.0,2750.0,2600000
toyota,innova,2017,18890,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,360.0,7.0,3400.0,1850000
renault,koleos,2013,75010,Diesel,Dealer,Automatic,First Owner,13.73,1995.0,148.0,320.0,5.0,2000.0,1000000
renault,pulse,2012,100000,Diesel,Dealer,Manual,First Owner,23.08,1461.0,63.1,160.0,5.0,2000.0,245000
hyundai,grand,2019,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,625000
volkswagen,polo,2018,14495,Petrol,Dealer,Manual,First Owner,18.78,999.0,75.0,95.0,5.0,4300.0,560000
mahindra,xuv500,2018,24000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,152.87,360.0,7.0,2800.0,1475000
volkswagen,polo,2014,31000,Petrol,Dealer,Automatic,Second Owner,17.21,1197.0,103.6,175.0,5.0,4100.0,550000
toyota,innova,2016,100000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,343.0,7.0,2800.0,1475000
renault,duster,2017,48406,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,200.0,5.0,1750.0,750000
hyundai,i20,2016,56239,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,570000
maruti,baleno,2015,33243,Petrol,Dealer,Manual,First Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,585000
honda,jazz,2016,26000,Petrol,Dealer,Automatic,First Owner,19.0,1199.0,88.7,110.0,5.0,4800.0,600000
hyundai,eon,2013,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,180000
ford,ikon,2005,15858,Petrol,Individual,Manual,First Owner,13.8,1299.0,70.0,104.97,5.0,2500.0,150000
maruti,alto,2017,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,310000
chevrolet,beat,2013,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,150.0,5.0,1750.0,200000
renault,lodgy,2018,35000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,200.0,7.0,1900.0,900000
ambassador,classic,2000,90000,Diesel,Individual,Manual,Second Owner,12.8,1489.0,35.5,72.9,5.0,2250.0,75000
maruti,swift,2015,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,113.0,5.0,4200.0,400000
honda,mobilio,2015,110000,Diesel,Individual,Manual,First Owner,24.5,1498.0,98.6,200.0,7.0,1750.0,650000
maruti,alto,2009,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,140000
maruti,swift,2018,5000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,550000
maruti,wagon,2017,29000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,90.0,5.0,3500.0,380000
tata,indigo,2016,20000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,135.0,5.0,2500.0,440000
maruti,swift,2018,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113.0,5.0,4200.0,630000
renault,kwid,2017,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,250000
maruti,alto,2009,17000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,120000
tata,manza,2012,120000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,200.0,5.0,3000.0,287000
mahindra,scorpio,2016,60000,Diesel,Individual,Manual,Third Owner,15.4,1997.0,120.0,280.0,7.0,2800.0,950000
tata,harrier,2019,25000,Diesel,Individual,Manual,First Owner,17.0,1956.0,138.1,350.0,5.0,2500.0,1630000
ford,fiesta,2015,80000,Diesel,Individual,Manual,Second Owner,25.01,1498.0,89.75,204.0,5.0,2750.0,501000
mahindra,bolero,2014,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,550000
maruti,alto,2016,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,300000
maruti,wagon,2015,50000,Petrol,Individual,Manual,Third Owner,20.51,998.0,67.04,90.0,5.0,3500.0,300000
toyota,etios,2012,100000,Diesel,Individual,Manual,Second Owner,,,,,,,280000
chevrolet,sail,2016,15000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,108.5,5.0,5000.0,550000
mahindra,xuv500,2012,100000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,700000
tata,indigo,2011,70000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,100.0,5.0,2700.0,181000
mahindra,scorpio,2009,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,290.0,8.0,2800.0,365000
hyundai,santro,2006,9558,Petrol,Individual,Manual,First Owner,,,,,,,150000
maruti,alto,2017,10000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,90.0,5.0,3500.0,400000
hyundai,i10,2010,110000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,210000
hyundai,verna,2013,87000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,500000
tata,zest,2017,120000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140.0,5.0,4000.0,550000
maruti,ertiga,2013,148000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,200.0,7.0,1750.0,509999
maruti,alto,2015,18000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500.0,310000
tata,zest,2018,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190.0,5.0,3000.0,775000
maruti,alto,2004,96000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,105000
hyundai,i20,2013,210000,Diesel,Individual,Manual,Third Owner,21.9,1396.0,88.76,219.6,5.0,2750.0,360000
volkswagen,vento,2012,60000,Diesel,Individual,Manual,Third Owner,20.5,1598.0,105.0,250.0,5.0,2500.0,400000
honda,wr-v,2019,35000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,110.0,5.0,4800.0,580000
tata,indigo,2008,100000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,135.4,5.0,2500.0,210000
hyundai,grand,2017,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,550000
chevrolet,sail,2013,110000,Petrol,Individual,Manual,Second Owner,18.2,1199.0,84.8,113.0,5.0,5000.0,120000
toyota,innova,2013,35000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,7.0,3400.0,400000
hyundai,i10,2008,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000.0,200000
tata,manza,2013,140000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,200.0,5.0,3000.0,316000
maruti,vitara,2017,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,813000
toyota,innova,2016,55000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,360.0,7.0,3400.0,1575000
toyota,innova,2013,73000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,200.0,8.0,3400.0,900000
maruti,ertiga,2015,100000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,650000
ford,figo,2015,32000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,459999
nissan,sunny,2012,112072,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,200.0,5.0,2000.0,290000
ford,figo,2014,30000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,160.0,5.0,2000.0,400000
maruti,swift,2016,70000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,565000
volkswagen,multivan,2011,50000,Diesel,Individual,Manual,Second Owner,,,,,,,2150000
chevrolet,spark,2009,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,90.3,5.0,4200.0,150000
bmw,3,2007,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995.0,181.0,380.0,5.0,3000.0,480000
maruti,zen,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,84.0,5.0,3500.0,70000
mercedes-benz,e-class,2011,80000,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,245.0,5.0,5000.0,1190000
hyundai,santro,2006,100000,Petrol,Individual,Manual,Second Owner,,,,,,,140000
ford,ecosport,2018,19000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,900000
hyundai,i20,2015,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,600000
mahindra,scorpio,2015,52269,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280.0,7.0,2800.0,1100000
maruti,omni,2010,170000,LPG,Individual,Manual,Second Owner,8.0,796.0,32.8,57.0,5.0,2500.0,120000
maruti,omni,2009,140000,Petrol,Individual,Manual,First Owner,,,,,,,120000
maruti,omni,2010,170000,Petrol,Individual,Manual,Second Owner,,,,,,,120000
hyundai,i20,2009,60000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,111.83,5.0,4000.0,229999
honda,amaze,2017,15780,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,109.0,5.0,4500.0,570000
volkswagen,vento,2012,80000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,280000
hyundai,i20,2015,74000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,219.66,5.0,2750.0,580000
maruti,ertiga,2018,35000,Diesel,Individual,Manual,Second Owner,25.47,1248.0,88.5,200.0,7.0,1750.0,875000
maruti,ciaz,2015,60000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,200.0,5.0,1750.0,700000
ford,figo,2016,50000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,112.0,5.0,4000.0,388000
hyundai,i10,2011,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,225000
tata,indigo,2011,90000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,100.0,5.0,2700.0,90000
renault,duster,2014,114000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248.0,5.0,2250.0,600000
hyundai,i20,2009,100000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,111.83,5.0,4000.0,235000
maruti,alto,2010,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,190000
tata,manza,2011,79000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,200.0,5.0,3000.0,325000
hyundai,i20,2007,2360457,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,550000
volkswagen,vento,2011,120000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,250.0,5.0,2500.0,300000
tata,tigor,2017,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114.0,5.0,3500.0,550000
mahindra,xuv500,2013,150000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,720000
nissan,micra,2011,110000,Petrol,Individual,Manual,First Owner,18.06,1198.0,75.0,104.0,5.0,4000.0,110000
maruti,alto,2018,10000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,310000
maruti,wagon,2010,70000,LPG,Individual,Manual,Second Owner,20.0,998.0,58.2,77.0,5.0,3500.0,150000
tata,indica,2012,46000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,135.4,5.0,2500.0,260000
hyundai,accent,2002,120000,Petrol,Individual,Manual,Fourth & Above Owner,13.2,1495.0,94.0,122.62,5.0,3500.0,55000
maruti,swift,2013,108800,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190.0,5.0,2000.0,450000
hyundai,i10,2009,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,199000
mahindra,scorpio,2018,35000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,200.0,7.0,2200.0,1000000
ford,figo,2011,72000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,240000
renault,kwid,2018,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386.0,350000
mahindra,bolero,2014,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,530000
hyundai,elite,2019,12500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117.0,5.0,4000.0,625000
hyundai,grand,2014,80000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,378000
maruti,swift,2018,100000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,700000
hyundai,santro,2011,110000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1,5.0,3000.0,156000
mahindra,bolero,2016,103000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195.0,7.0,2200.0,700000
maruti,wagon,2010,577414,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,194000
honda,amaze,2015,45000,Petrol,Individual,Automatic,First Owner,15.5,1198.0,86.7,109.0,5.0,4500.0,415000
honda,brio,2014,40000,Petrol,Individual,Manual,Third Owner,19.4,1198.0,86.8,109.0,5.0,4500.0,325000
mahindra,bolero,2014,200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,9.0,2200.0,525000
hyundai,eon,2017,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,265000
maruti,omni,2008,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,35.0,59.84,8.0,3000.0,100000
tata,zest,2015,100000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,200.0,5.0,3000.0,400000
hyundai,i20,2013,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,219.7,5.0,2750.0,345000
mahindra,thar,2018,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,247.0,6.0,2000.0,850000
maruti,ignis,2018,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,113.0,5.0,4200.0,620000
maruti,baleno,2018,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,115.0,5.0,4000.0,700000
tata,indica,2012,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,190.0,5.0,3000.0,200000
mitsubishi,pajero,2015,39000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,400.0,7.0,2500.0,1700000
mahindra,xuv500,2015,28000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,1050000
ford,figo,2010,90000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,102.0,5.0,4000.0,160000
honda,civic,2006,80000,Petrol,Individual,Manual,Third Owner,13.5,1799.0,130.0,172.0,5.0,4300.0,150000
maruti,zen,2010,35000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90.0,5.0,3500.0,200000
toyota,corolla,2011,185000,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,205.0,5.0,2800.0,365000
fiat,avventura,2016,100000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209.0,5.0,2000.0,360000
